name,type,value,date
真夏のSounds good !,AKB48,76.45,2012/5/7
私たち,西野加奈,75.45,2012/5/7
Sunday 完整版,平野绫,73.53,2012/5/7
Bible,GLAY,73.24,2012/5/7
OH!!!! 迷惑!!!!,GReeeeN,70.32,2012/5/7
少年よ 嘘をつけ!,渡り廊下走り队7,66.22,2012/5/7
S,シド(SID),62.88,2012/5/7
SAY YES -102回目のプロポーズ,mihimaru GT,62.7,2012/5/7
10年後の君へ,板野友美,62.23,2012/5/7
えれぴょん,小野惠令奈,55.57,2012/5/7
SUPER DELICATE,Hey! Say! JUMP,53.39,2012/5/7
ハルウタ,いきものがかり,51.75,2012/5/7
STAR RIDER,KAT-TUN,50.33,2012/5/7
LOCK ON,KAT-TUN,49.68,2012/5/7
片想い,YU-A,49.46,2012/5/7
ナギイチ,NMB48,49.35,2012/5/7
ずっとずっとトモダチ 完整版,芦田爱菜,96.86,2012/5/14
告白,平井坚,95.53,2012/5/14
アイシテラブル! 完整版,SKE48,86.1,2012/5/14
"ちょうだい,ダーリン!",AKB48,82.04,2012/5/14
Face Down 完整版,岚,78.14,2012/5/14
美しき麗しき日々,持田香织,74.9,2012/5/14
西瓜BABY 完整版,Not yet,68.2,2012/5/14
真夏のSounds good !,AKB48,63.38,2012/5/14
Sunday 完整版,平野绫,61.25,2012/5/14
AIAIAI,加藤ミリヤ,60.19,2012/5/14
私たち,西野加奈,57.92,2012/5/14
自由へ道連れ,椎名林檎,56.83,2012/5/14
Signal,girl next door,51.62,2012/5/14
SUPER DELICATE,Hey! Say! JUMP,50.96,2012/5/14
狼,Stereopony,49.53,2012/5/14
10年後の君へ,板野友美,48.88,2012/5/14
OH!!!! 迷惑!!!!,GReeeeN,47.76,2012/5/14
S,シド(SID),46.62,2012/5/14
少年よ 嘘をつけ!,渡り廊下走り队7,45.8,2012/5/14
LOCK ON,KAT-TUN,45.29,2012/5/14
ONLY YOU,安室奈美惠,96.99,2012/5/21
ハイナ!,NYC,94.62,2012/5/21
告白,平井坚,80.86,2012/5/21
"ちょうだい,ダーリン!",AKB48,79.35,2012/5/21
ずっとずっとトモダチ 完整版,芦田爱菜,78.64,2012/5/21
Treasure Of The Heart ～キミとボクの奇迹～,ZONE,77.71,2012/5/21
ALL NIGHT LONG 完整版,EXILE,71.49,2012/5/21
Face Down 完整版,岚,69.45,2012/5/21
With You,柚子乐队,65.05,2012/5/21
真夏のSounds good !,AKB48,62.42,2012/5/21
アイシテラブル! 完整版,SKE48,60.85,2012/5/21
SUPER DELICATE,Hey! Say! JUMP,53.45,2012/5/21
私たち,西野加奈,51.49,2012/5/21
AIAIAI,加藤ミリヤ,50.7,2012/5/21
YEAH-OH,安室奈美惠,46.54,2012/5/21
美しき麗しき日々,持田香织,45.68,2012/5/21
自由へ道連れ,椎名林檎,45.42,2012/5/21
LOCK ON,KAT-TUN,43.86,2012/5/21
10年後の君へ,板野友美,41.86,2012/5/21
ぐぐたすの空,AKB48,40.63,2012/5/21
Your Eyes 完整版,岚,97.31,2012/5/28
君は僕だ,前田敦子,96.96,2012/5/28
ハイナ!,NYC,88.34,2012/5/28
ただいま 完整版,JUJU,86.14,2012/5/28
ONLY YOU,安室奈美惠,75.94,2012/5/28
ANOTHER:WORLD 完整版,柴崎幸,74.44,2012/5/28
告白,平井坚,72.68,2012/5/28
ずっとずっとトモダチ 完整版,芦田爱菜,70.02,2012/5/28
Face Down 完整版,岚,67.48,2012/5/28
"ちょうだい,ダーリン!",AKB48,65.04,2012/5/28
真夏のSounds good !,AKB48,60.85,2012/5/28
SUPER DELICATE,Hey! Say! JUMP,60.25,2012/5/28
Treasure Of The Heart ～キミとボクの奇迹～,ZONE,60.2,2012/5/28
With You,柚子乐队,58.6,2012/5/28
ALL NIGHT LONG 完整版,EXILE,53.09,2012/5/28
桜色舞うころ,清木场俊介,50.3,2012/5/28
アイシテラブル! 完整版,SKE48,49.34,2012/5/28
我愿意,EXILE ATSUSHI,47.56,2012/5/28
10年後の君へ,板野友美,46.43,2012/5/28
Your Eyes 完整版,岚,98.4,2012/6/4
Play For Free,篠崎爱,86.84,2012/6/4
爱でした. 完整版,関ジャニ∞,84.28,2012/6/4
ハイナ!,NYC,76.48,2012/6/4
道案内,一青窈,73.96,2012/6/4
チャチャマンボ岛,まきたんとかんぺいたん,73.05,2012/6/4
君は僕だ,前田敦子,72.73,2012/6/4
ただいま 完整版,JUJU,71.55,2012/6/4
ONLY YOU,安室奈美惠,69.05,2012/6/4
流星のくちづけ 完整版,9nine,67.34,2012/6/4
告白,平井坚,67.32,2012/6/4
Face Down 完整版,岚,63.23,2012/6/4
"ちょうだい,ダーリン!",AKB48,62.87,2012/6/4
ずっとずっとトモダチ 完整版,芦田爱菜,60.19,2012/6/4
真夏のSounds good !,AKB48,59.11,2012/6/4
Song For The DATE,真野惠里菜,55.93,2012/6/4
SUPER DELICATE,Hey! Say! JUMP,53.64,2012/6/4
Treasure Of The Heart ～キミとボクの奇迹～,ZONE,53.34,2012/6/4
片想いFinally 完整版,SKE48,51.01,2012/6/4
Listen To The Rain,w-inds.,94.38,2012/6/11
In The Spotlight (TOKYO),安室奈美惠,91.53,2012/6/11
Play For Free,篠崎爱,89.71,2012/6/11
爱でした. 完整版,関ジャニ∞,80.58,2012/6/11
Your Eyes 完整版,岚,77.58,2012/6/11
0 GAME,SPYAIR,75.3,2012/6/11
脑内Survivor,BREAKERZ,68.38,2012/6/11
ただいま 完整版,JUJU,64.82,2012/6/11
君は僕だ,前田敦子,63.43,2012/6/11
ハイナ!,NYC,61.58,2012/6/11
告白,平井坚,60.5,2012/6/11
Face Down 完整版,岚,58.29,2012/6/11
真夏のSounds good !,AKB48,57.04,2012/6/11
"ちょうだい,ダーリン!",AKB48,54.82,2012/6/11
SUPER DELICATE,Hey! Say! JUMP,53.57,2012/6/11
太阳スキャンダラス,SCANDAL,51.5,2012/6/11
片想いFinally 完整版,SKE48,50.88,2012/6/11
ずっとずっとトモダチ 完整版,芦田爱菜,50.32,2012/6/11
チャチャマンボ岛,まきたんとかんぺいたん,49.81,2012/6/11
禁断無敵のだーりん,Afilia Saga East,48.35,2012/6/11
Let's Go,安室奈美惠,93.33,2012/6/18
Hot Girls,安室奈美惠,90.31,2012/6/18
Listen To The Rain,w-inds.,84.24,2012/6/18
オーバーライト,BREAKERZ,83.41,2012/6/18
Play For Free,篠崎爱,79.81,2012/6/18
风が吹いている,いきものがかり,77.58,2012/6/18
One Two Three,早安少女组,77.11,2012/6/18
ヤルキスイッチ,ベッキー,74.84,2012/6/18
In The Spotlight (TOKYO),安室奈美惠,74.39,2012/6/18
Your Eyes 完整版,岚,66.74,2012/6/18
爱でした. 完整版,関ジャニ∞,65.81,2012/6/18
Because... I am 完整版,flumpool,64.48,2012/6/18
君は僕だ,前田敦子,62.68,2012/6/18
ただいま 完整版,JUJU,61.27,2012/6/18
0 GAME,SPYAIR,59.07,2012/6/18
真夏のSounds good !,AKB48,58.46,2012/6/18
SUPER DELICATE,Hey! Say! JUMP,57.45,2012/6/18
片想いFinally 完整版,SKE48,55.7,2012/6/18
脑内Survivor,BREAKERZ,54.54,2012/6/18
YEAH-OH,安室奈美惠,54.23,2012/6/18
TO THE LIMIT 完整版,KAT-TUN,96.27,2012/6/25
Hot Girls,安室奈美惠,96.01,2012/6/25
大人ジェリービーンズ,渡边麻友,87.41,2012/6/25
親不孝ベイベー 完整版,惠比寿マスカッツ,80.17,2012/6/25
100万年の幸せ!!,桑田佳祐,79.6,2012/6/25
Let's Go,安室奈美惠,73.87,2012/6/25
风が吹いている,いきものがかり,73.43,2012/6/25
Tweet Dream,Fairies,72.28,2012/6/25
Listen To The Rain,w-inds.,71.75,2012/6/25
告白,Angela Aki,71.63,2012/6/25
One Two Three,早安少女组,68.5,2012/6/25
In The Spotlight (TOKYO),安室奈美惠,64.21,2012/6/25
スマイル スマイル,平原绫香,63.34,2012/6/25
Play For Free,篠崎爱,61.52,2012/6/25
Because... I am 完整版,flumpool,61.02,2012/6/25
Your Eyes 完整版,岚,59.83,2012/6/25
ここから始まるんだ! 完整版,吉川友,59.6,2012/6/25
爱でした. 完整版,関ジャニ∞,57.07,2012/6/25
Face Down 完整版,岚,56.66,2012/6/25
真夏のSounds good !,AKB48,54.14,2012/6/25
LOVE CHASE,山下智久,99.83,2012/7/2
大人ジェリービーンズ,渡边麻友,84.28,2012/7/2
TO THE LIMIT 完整版,KAT-TUN,80.83,2012/7/2
777 ～We can sing a song!～ 完整版,AAA,78.38,2012/7/2
Whatchu Waitin' On?,倖田来未,77.44,2012/7/2
Hot Girls,安室奈美惠,74.95,2012/7/2
Sparkle,Fairies,70.18,2012/7/2
妄想ガールフレンド,NMB48,68.14,2012/7/2
BOW & ARROWS 完整版,EXILE,66.88,2012/7/2
100万年の幸せ!!,桑田佳祐,66.16,2012/7/2
Listen To The Rain,w-inds.,63.8,2012/7/2
親不孝ベイベー 完整版,惠比寿マスカッツ,59.1,2012/7/2
Let's Go,安室奈美惠,58.85,2012/7/2
One Two Three,早安少女组,58.84,2012/7/2
风が吹いている,いきものがかり,57.22,2012/7/2
Your Eyes 完整版,岚,55.82,2012/7/2
Tweet Dream,Fairies,53.38,2012/7/2
真夏のSounds good !,AKB48,52.91,2012/7/2
片想いFinally 完整版,SKE48,52.01,2012/7/2
Face Down 完整版,岚,51.77,2012/7/2
LOVE CHASE,山下智久,98.42,2012/7/9
Go For It !!,西野加奈,94.77,2012/7/9
Best Partner,Jasmine,87.76,2012/7/9
cha cha SING,Berryz工房,84.39,2012/7/9
Hot Girls,安室奈美惠,79.32,2012/7/9
大人ジェリービーンズ,渡边麻友,78.5,2012/7/9
TO THE LIMIT 完整版,KAT-TUN,77.5,2012/7/9
Whatchu Waitin' On?,倖田来未,75.67,2012/7/9
Listen To The Rain,w-inds.,68.4,2012/7/9
Your Eyes 完整版,岚,65.91,2012/7/9
777 ～We can sing a song!～ 完整版,AAA,62.25,2012/7/9
100万年の幸せ!!,桑田佳祐,60.94,2012/7/9
君は僕だ,前田敦子,60.84,2012/7/9
真夏のSounds good !,AKB48,59.78,2012/7/9
Face Down 完整版,岚,59.59,2012/7/9
Let's Go,安室奈美惠,58.75,2012/7/9
妄想ガールフレンド,NMB48,58.34,2012/7/9
SUPER DELICATE,Hey! Say! JUMP,58.1,2012/7/9
片想いFinally 完整版,SKE48,56.58,2012/7/9
あなたに出会わなければ～夏雪冬花～,Aimer,97.84,2012/7/16
ツインテールはもうしない,渡边麻友 乃木坂46,92.87,2012/7/16
LOVE CHASE,山下智久,85.4,2012/7/16
チャンカパーナ 完整版,NEWS,81.91,2012/7/16
大人ジェリービーンズ,渡边麻友,75.23,2012/7/16
HEART BEAT,加藤ミリヤ,74.89,2012/7/16
ヴァージニティ,NMB48,74,2012/7/16
走れ!Bicycle,乃木坂46,73.73,2012/7/16
Go For It !!,西野加奈,73.72,2012/7/16
Hot Girls,安室奈美惠,70.96,2012/7/16
Best Partner,Jasmine,66.92,2012/7/16
TO THE LIMIT 完整版,KAT-TUN,63.02,2012/7/16
片想いFinally 完整版,SKE48,62.88,2012/7/16
宇宙でプロポーズ,中川翔子,61.3,2012/7/16
Face Down 完整版,岚,60.79,2012/7/16
Your Eyes 完整版,岚,60.32,2012/7/16
Whatchu Waitin' On?,倖田来未,60.02,2012/7/16
Listen To The Rain,w-inds.,58.36,2012/7/16
MY EYE AH,Be-ppin,56.58,2012/7/16
ERO -2012 version-,山下智久,99.07,2012/7/23
あなたに出会わなければ～夏雪冬花～,Aimer,85.23,2012/7/23
雨に愿いを 完整版,芦田爱菜,83.01,2012/7/23
希望について,NO NAME,72.4,2012/7/23
儚火,moumoon,71.09,2012/7/23
LOVE CHASE,山下智久,70.03,2012/7/23
ツインテールはもうしない,渡边麻友 乃木坂46,64.06,2012/7/23
MY EYE AH,Be-ppin,61.72,2012/7/23
Go For It !!,西野加奈,61.01,2012/7/23
片想いFinally 完整版,SKE48,60.52,2012/7/23
"ER (リップシンクver.""飛沫(しぶき)"")",関ジャニ∞,59.63,2012/7/23
Hot Girls,安室奈美惠,59,2012/7/23
チャンカパーナ 完整版,NEWS,58.06,2012/7/23
ヴァージニティ,NMB48,57.17,2012/7/23
大人ジェリービーンズ,渡边麻友,56.11,2012/7/23
イジワルな神样,家入レオ,54.95,2012/7/23
走れ!Bicycle,乃木坂46,54.37,2012/7/23
TO THE LIMIT 完整版,KAT-TUN,53.36,2012/7/23
Best Partner,Jasmine,53.23,2012/7/23
HEART BEAT,加藤ミリヤ,49.17,2012/7/23
ERO -2012 version-,山下智久,97.39,2012/7/30
ヒカリへ,miwa,91.68,2012/7/30
Spending All My Time,Perfume,89.19,2012/7/30
雨に愿いを 完整版,芦田爱菜,83.69,2012/7/30
あなたに出会わなければ～夏雪冬花～,Aimer,76.14,2012/7/30
Forever,松下优也 BRIGHT,74.71,2012/7/30
希望について,NO NAME,74.58,2012/7/30
kEEP oN.,V6,72.11,2012/7/30
Moment 完整版,SMAP,66.86,2012/7/30
また明日,柚子乐队,65.23,2012/7/30
片想いFinally 完整版,SKE48,63.57,2012/7/30
LOVE CHASE,山下智久,60.81,2012/7/30
儚火,moumoon,60.01,2012/7/30
MY EYE AH,Be-ppin,58.76,2012/7/30
チャンカパーナ 完整版,NEWS,56.6,2012/7/30
ツインテールはもうしない,渡边麻友 乃木坂46,54.99,2012/7/30
Hot Girls,安室奈美惠,54.94,2012/7/30
第二梦 完整版,苍井空,53.72,2012/7/30
大人ジェリービーンズ,渡边麻友,53.26,2012/7/30
TO THE LIMIT 完整版,KAT-TUN,52.43,2012/7/30
恋に恋して,仓木麻衣,99.25,2012/8/6
年下の男の子 完整版,すたーふらわー,90.89,2012/8/6
Spending All My Time,Perfume,90.8,2012/8/6
ヒカリへ,miwa,82.24,2012/8/6
You & Me 完整版,滨崎步,80.53,2012/8/6
ERO -2012 version-,山下智久,78.62,2012/8/6
24karats TRIBE OF GOLD,EXILE 三代目J Soul Brothers,75.8,2012/8/6
DREAMER'S DREAM,AMIAYA,75.52,2012/8/6
人はなぜ走るのか?,乃木坂46,74.7,2012/8/6
ただならぬ関係,东京事变,70.6,2012/8/6
Shake It Up 完整版,Kis-My-Ft2,67.2,2012/8/6
Forever,松下优也 BRIGHT,66.47,2012/8/6
あなたに出会わなければ～夏雪冬花～,Aimer,63.86,2012/8/6
雨に愿いを 完整版,芦田爱菜,60.17,2012/8/6
Make My Day!,ピコ,59.65,2012/8/6
希望について,NO NAME,57.99,2012/8/6
Moment 完整版,SMAP,55.67,2012/8/6
MY EYE AH,Be-ppin,54.91,2012/8/6
LOVE CHASE,山下智久,53.76,2012/8/6
片想いFinally 完整版,SKE48,53.54,2012/8/6
明日世界が終わるなら 完整版,中岛美嘉,97.9,2012/8/13
夢の河,AKB48,95.69,2012/8/13
星屑ビーナス,Aimer,91.25,2012/8/13
Shake It Up 完整版,Kis-My-Ft2,89.04,2012/8/13
年下の男の子 完整版,すたーふらわー,85.44,2012/8/13
恋に恋して,仓木麻衣,79.77,2012/8/13
ヒカリへ,miwa,71.55,2012/8/13
Spending All My Time,Perfume,71.22,2012/8/13
ERO -2012 version-,山下智久,69.06,2012/8/13
あなたに出会わなければ～夏雪冬花～,Aimer,64.87,2012/8/13
You & Me 完整版,滨崎步,60.31,2012/8/13
The Beginning,ONE OK ROCK,59.58,2012/8/13
WANNA BEEEE!!!,Kis-My-Ft2,57.98,2012/8/13
片想いFinally 完整版,SKE48,56.32,2012/8/13
雨に愿いを 完整版,芦田爱菜,55.65,2012/8/13
真夏のSounds good !,AKB48,54.32,2012/8/13
Hot Girls,安室奈美惠,54.28,2012/8/13
MY EYE AH,Be-ppin,54.13,2012/8/13
LOVE CHASE,山下智久,53.55,2012/8/13
DREAMER'S DREAM,AMIAYA,52.64,2012/8/13
夢の河,AKB48,94.3,2012/8/20
ギンガムチェック 完整版,AKB48,92.51,2012/8/20
明日世界が終わるなら 完整版,中岛美嘉,92.06,2012/8/20
Be Strong,西野加奈,91.72,2012/8/20
Fight (Acoustic Ver.),YUI,87.85,2012/8/20
Voyagers -ANNA ver.-,土屋安娜,78.08,2012/8/20
星屑ビーナス,Aimer,77.85,2012/8/20
Shake It Up 完整版,Kis-My-Ft2,76.51,2012/8/20
See You,松下优也,73.78,2012/8/20
恋に恋して,仓木麻衣,68.19,2012/8/20
ヒカリへ,miwa,66.41,2012/8/20
年下の男の子 完整版,すたーふらわー,65.81,2012/8/20
なんてボヘミアン,AKB48,63.81,2012/8/20
Spending All My Time,Perfume,62.62,2012/8/20
ERO -2012 version-,山下智久,60.84,2012/8/20
Show fight!,AKB48,58.88,2012/8/20
真夏のSounds good !,AKB48,55.79,2012/8/20
片想いFinally 完整版,SKE48,53.68,2012/8/20
MY EYE AH,Be-ppin,53.17,2012/8/20
あなたに出会わなければ～夏雪冬花～,Aimer,51.27,2012/8/20
ギンガムチェック 完整版,AKB48,99.57,2012/8/27
キスだって左利き,SKE48,89.95,2012/8/27
366日 feat. 仲宗根泉 (HY),清水翔太,82.65,2012/8/27
夢の河,AKB48,81.57,2012/8/27
Be Strong,西野加奈,78.85,2012/8/27
明日世界が終わるなら 完整版,中岛美嘉,78.18,2012/8/27
Shake It Up 完整版,Kis-My-Ft2,71.28,2012/8/27
恋に恋して,仓木麻衣,70.08,2012/8/27
ERO -2012 version-,山下智久,69.51,2012/8/27
Fight (Acoustic Ver.),YUI,69.47,2012/8/27
Show fight!,AKB48,68.62,2012/8/27
ヒカリへ,miwa,67.09,2012/8/27
星屑ビーナス,Aimer,66.07,2012/8/27
片想いFinally 完整版,SKE48,65.35,2012/8/27
なんてボヘミアン,AKB48,64.46,2012/8/27
REAL DX,泷&翼,64.16,2012/8/27
年下の男の子 完整版,すたーふらわー,63.8,2012/8/27
Spending All My Time,Perfume,63.45,2012/8/27
Voyagers -ANNA ver.-,土屋安娜,59.87,2012/8/27
See You,松下优也,58.02,2012/8/27
ギンガムチェック 完整版,AKB48,94.65,2012/9/3
重力シンパシー,AKB48,89.53,2012/9/3
あおっぱな,関ジャニ∞,86.83,2012/9/3
366日 feat. 仲宗根泉 (HY),清水翔太,82.81,2012/9/3
Gift,SMAP,82.57,2012/9/3
hypnosis,Mr.Children,79.07,2012/9/3
明日世界が終わるなら 完整版,中岛美嘉,77.73,2012/9/3
キスだって左利き,SKE48,75.22,2012/9/3
しょっぱいね,つんく♂,75.12,2012/9/3
水曜日のアリス 完整版,AKB48,74.47,2012/9/3
夢の河,AKB48,74.41,2012/9/3
Be Strong,西野加奈,71.96,2012/9/3
恋に恋して,仓木麻衣,71.24,2012/9/3
Shake It Up 完整版,Kis-My-Ft2,70.57,2012/9/3
年下の男の子 完整版,すたーふらわー,69.55,2012/9/3
ERO -2012 version-,山下智久,66.2,2012/9/3
ヒカリへ,miwa,64.61,2012/9/3
Fight (Acoustic Ver.),YUI,61.8,2012/9/3
星屑ビーナス,Aimer,60.8,2012/9/3
片想いFinally 完整版,SKE48,59.92,2012/9/3
不滅のスクラム,KAT-TUN,95.66,2012/9/10
重力シンパシー,AKB48,90.54,2012/9/10
FAKE IT,Perfume,87.38,2012/9/10
BLACK OR WHITE,KAT-TUN,76.04,2012/9/10
水曜日のアリス 完整版,AKB48,73.99,2012/9/10
ギンガムチェック 完整版,AKB48,70.21,2012/9/10
明日世界が終わるなら 完整版,中岛美嘉,69.6,2012/9/10
明日世界が終わるなら 正式版,中岛美嘉,68.73,2012/9/10
366日 feat. 仲宗根泉 (HY),清水翔太,62.68,2012/9/10
Shake It Up 完整版,Kis-My-Ft2,59.83,2012/9/10
年下の男の子 完整版,すたーふらわー,59.31,2012/9/10
しょっぱいね,つんく♂,59.05,2012/9/10
ヒカリへ,miwa,58.58,2012/9/10
夢の河,AKB48,57,2012/9/10
Be Strong,西野加奈,56.54,2012/9/10
星屑ビーナス,Aimer,56.51,2012/9/10
恋に恋して,仓木麻衣,55.7,2012/9/10
ERO -2012 version-,山下智久,55.14,2012/9/10
Gift,SMAP,55.07,2012/9/10
↑↓ (アップダウン),hitomi,53.69,2012/9/10
そのままで 完整版,AKB48,93.2,2012/9/17
明日世界が終わるなら 正式版,中岛美嘉,87.1,2012/9/17
ファッションモンスター 完整版,きゃりーぱみゅぱみゅ,82.81,2012/9/17
涙に沈む太阳,AKB48,78.17,2012/9/17
えれにゃん 完整版,小野惠令奈,73.01,2012/9/17
不滅のスクラム,KAT-TUN,71.49,2012/9/17
重力シンパシー,AKB48,70.73,2012/9/17
水曜日のアリス 完整版,AKB48,68.68,2012/9/17
FAKE IT,Perfume,67.3,2012/9/17
ギンガムチェック 完整版,AKB48,61.87,2012/9/17
ERO -2012 version-,山下智久,58.46,2012/9/17
366日 feat. 仲宗根泉 (HY),清水翔太,56.77,2012/9/17
明日世界が終わるなら 完整版,中岛美嘉,55.24,2012/9/17
ヒカリへ,miwa,54.28,2012/9/17
キスだって左利き,SKE48,54.22,2012/9/17
MY EYE AH,Be-ppin,52.38,2012/9/17
BLACK OR WHITE,KAT-TUN,52.15,2012/9/17
夢の河,AKB48,52.09,2012/9/17
Shake It Up 完整版,Kis-My-Ft2,52.01,2012/9/17
Gift,SMAP,51.84,2012/9/17
涙に沈む太阳,AKB48,94.64,2012/9/24
CHE.R.RY ～Bossa Live Version～,YUI,87.9,2012/9/24
LOVERS partII feat. 若旦那,加藤ミリヤ 若旦那,83.73,2012/9/24
ありがとう,JUJU,80.87,2012/9/24
そのままで 完整版,AKB48,75.96,2012/9/24
ファッションモンスター 完整版,きゃりーぱみゅぱみゅ,75.96,2012/9/24
明日世界が終わるなら 正式版,中岛美嘉,68.46,2012/9/24
重力シンパシー,AKB48,68.32,2012/9/24
君のC/W 完整版,AKB48,65.39,2012/9/24
水曜日のアリス 完整版,AKB48,62.61,2012/9/24
FAKE IT,Perfume,62.37,2012/9/24
ERO -2012 version-,山下智久,59.22,2012/9/24
ギンガムチェック 完整版,AKB48,57.67,2012/9/24
不滅のスクラム,KAT-TUN,56.48,2012/9/24
MY EYE AH,Be-ppin,54.87,2012/9/24
ヒカリへ,miwa,52.41,2012/9/24
Shake It Up 完整版,Kis-My-Ft2,50.59,2012/9/24
ねぇ,多和田えみ,50.19,2012/9/24
えれにゃん 完整版,小野惠令奈,49.72,2012/9/24
366日 feat. 仲宗根泉 (HY),清水翔太,49.5,2012/9/24
ナミダソラ 完整版,Milky Bunny,95.9,2012/10/1
Danger Zone~to the unknown world~ 完整版,堂本光一,81.43,2012/10/1
Sexy Summerに雪が降る,Sexy Zone,79.77,2012/10/1
Go To The Top 完整版,倖田来未,78.15,2012/10/1
白露-HAKURO-,GACKT,77.18,2012/10/1
ありがとう,JUJU,69.8,2012/10/1
君のC/W 完整版,AKB48,69.25,2012/10/1
CHE.R.RY ～Bossa Live Version～,YUI,66.44,2012/10/1
涙に沈む太阳,AKB48,66.39,2012/10/1
そのままで 完整版,AKB48,64.85,2012/10/1
重力シンパシー,AKB48,62.89,2012/10/1
LOVERS partII feat. 若旦那,加藤ミリヤ 若旦那,60.17,2012/10/1
水曜日のアリス 完整版,AKB48,59.71,2012/10/1
明日世界が終わるなら 正式版,中岛美嘉,59,2012/10/1
ファッションモンスター 完整版,きゃりーぱみゅぱみゅ,56.31,2012/10/1
ERO -2012 version-,山下智久,55.44,2012/10/1
ギンガムチェック 完整版,AKB48,53.95,2012/10/1
MY EYE AH,Be-ppin,52.17,2012/10/1
不滅のスクラム,KAT-TUN,51.41,2012/10/1
真夏のSounds good !,AKB48,49.75,2012/10/1
UZA,AKB48,99.77,2012/10/8
思い出す度につらくなる,AKB48 前田敦子,85.84,2012/10/8
HALLOWEEN PARTY,VAMPS HYDE,78.93,2012/10/8
ナミダソラ 完整版,Milky Bunny,77.99,2012/10/8
意気地なしマスカレード,AKB48 指原莉乃,74.95,2012/10/8
歌うたいのバラッド,BENI,72.42,2012/10/8
ワクテカ Take A Chance,早安少女组,69.11,2012/10/8
白露-HAKURO-,GACKT,66.5,2012/10/8
1994年の雷鸣 完整版,AKB48,62.73,2012/10/8
Sexy Summerに雪が降る,Sexy Zone,62.33,2012/10/8
Go To The Top 完整版,倖田来未,60.69,2012/10/8
Danger Zone~to the unknown world~ 完整版,堂本光一,60.28,2012/10/8
涙に沈む太阳,AKB48,58.4,2012/10/8
明日世界が終わるなら 正式版,中岛美嘉,56.29,2012/10/8
ギンガムチェック 完整版,AKB48,53.95,2012/10/8
真夏のSounds good !,AKB48,53.43,2012/10/8
そのままで 完整版,AKB48,53.19,2012/10/8
LOVERS partII feat. 若旦那,加藤ミリヤ 若旦那,52.07,2012/10/8
ありがとう,JUJU,52.06,2012/10/8
VIVA! Nossa Nossa,游助,51.57,2012/10/8
HALLOWEEN PARTY,VAMPS HYDE,95.71,2012/10/15
Always 完整版,西野加奈,95.38,2012/10/15
お手上げララバイ,AKB48,89.88,2012/10/15
思い出す度につらくなる,AKB48 前田敦子,86.82,2012/10/15
UZA,AKB48,86.36,2012/10/15
LET'S GO OUT 完整版,AMOYAMO,85.99,2012/10/15
クルトン 完整版,関ジャニ∞,82.34,2012/10/15
北川謙二,NMB48,77.22,2012/10/15
ナミダソラ 完整版,Milky Bunny,67.48,2012/10/15
My Perfect Blue 完整版,柴崎幸,67.44,2012/10/15
歌うたいのバラッド,BENI,64.29,2012/10/15
ワクテカ Take A Chance,早安少女组,62.42,2012/10/15
Powder Snow 永遠に終わらない冬,三代目J Soul Brothers,62.18,2012/10/15
1994年の雷鸣 完整版,AKB48,59.1,2012/10/15
意気地なしマスカレード,AKB48 指原莉乃,58.32,2012/10/15
重力シンパシー,AKB48,57.38,2012/10/15
虹,AAA,57.27,2012/10/15
真夏のSounds good !,AKB48,56.47,2012/10/15
LOVERS partII feat. 若旦那,加藤ミリヤ 若旦那,56.45,2012/10/15
涙に沈む太阳,AKB48,55.55,2012/10/15
キンモクセイ 完整版,AKB48,95.61,2012/10/22
Always 完整版,西野加奈,93.24,2012/10/22
お手上げララバイ,AKB48,86.8,2012/10/22
HALLOWEEN PARTY,VAMPS HYDE,86.38,2012/10/22
Lovers Again 完整版,BENI,83.21,2012/10/22
孤獨な星空,AKB48,81.81,2012/10/22
UZA,AKB48,80.35,2012/10/22
LET'S GO OUT 完整版,AMOYAMO,73.61,2012/10/22
思い出す度につらくなる,AKB48 前田敦子,72.61,2012/10/22
Dear Mr.Tomorrow,秦基博,68.95,2012/10/22
スクラップ&ビルド,AKB48,65.45,2012/10/22
クルトン 完整版,関ジャニ∞,63.53,2012/10/22
正義の味方じゃないヒーロー,AKB48,62.35,2012/10/22
My Perfect Blue 完整版,柴崎幸,58.8,2012/10/22
ワクテカ Take A Chance,早安少女组,56.78,2012/10/22
北川謙二,NMB48,56.45,2012/10/22
ナミダソラ 完整版,Milky Bunny,55.01,2012/10/22
Go To The Top 完整版,倖田来未,54.82,2012/10/22
ギンガムチェック 完整版,AKB48,54.82,2012/10/22
真夏のSounds good !,AKB48,54.4,2012/10/22
I Love You 完整版,BENI,96.82,2012/10/29
ヒカルものたち 完整版,渡边麻友,89.97,2012/10/29
サヨナラの橋 完整版,渡边麻友,88.87,2012/10/29
キンモクセイ 完整版,AKB48,79.15,2012/10/29
V.I.P,シド(SID),79.14,2012/10/29
Missing Piece 完整版,中山优马,77.99,2012/10/29
孤獨な星空,AKB48,75.08,2012/10/29
HALLOWEEN PARTY,VAMPS HYDE,74.19,2012/10/29
恋愛被害届け 完整版,NMB48,72.25,2012/10/29
素敵な三角関係 完整版,AKB48,71.49,2012/10/29
UZA,AKB48,70.62,2012/10/29
Lovers Again 完整版,BENI,68.08,2012/10/29
Always 完整版,西野加奈,66.74,2012/10/29
お手上げララバイ,AKB48,65.45,2012/10/29
White Angel,Fairies,62.72,2012/10/29
